estimated_duration_hours,difficulty_score,priority_score,task_type_score,subject_has_events,hours_until_next_subject_event,day_load_score,free_hours_today,days_until_deadline,recommended_deadline_hours,data_source
6,1,4,3,0,0,96,6,10,73,synthetic
5,1,1,2,0,0,40,1,4,48,synthetic
0.5,1,4,4,1,48,2,3,14,42.0,synthetic
3,5,2,4,0,0,35,3,14,98,synthetic
4,4,3,2,1,36,6,4,1,24,synthetic
0.5,5,4,4,0,0,71,5,5,80.0,synthetic
1.5,3,1,3,1,48,48,4,7,46,synthetic
3,5,3,5,0,0,37,2,1,24,synthetic
1,4,2,2,1,24,80,6,2,24,synthetic
1,1,1,4,0,0,95,5,1,24,synthetic
6,4,1,5,0,0,51,1,1,24,synthetic
3,5,4,3,0,0,39,6,4,48,synthetic
1,1,2,5,0,0,29,5,7,61,synthetic
5,1,4,4,0,0,51,4,1,24,synthetic
0.5,5,2,1,1,12,92,5,5,22,synthetic
5,1,1,2,0,0,30,7,5,75,synthetic
0.5,2,3,5,1,24,49,7,7,22,synthetic
4,5,1,5,0,0,49,4,1,24,synthetic
1,4,3,1,0,0,72,7,7,72,synthetic
1,2,1,4,0,0,100,2,14,93,synthetic
2,2,3,2,1,6,73,2,14,18,synthetic
6,2,3,3,1,72,16,2,1,24,synthetic
1,2,3,5,0,0,57,3,2,24,synthetic
2,4,2,2,0,0,91,5,10,92,synthetic
5,1,4,5,1,12,98,5,10,22,synthetic
3,3,3,2,1,6,83,7,7,16,synthetic
1.5,3,1,3,0,0,59,6,5,86.0,synthetic
5,1,4,3,1,24,88,6,3,34,synthetic
4,5,1,2,0,0,49,4,7,103,synthetic
1,2,2,1,0,0,63,3,1,24,synthetic
6,5,4,1,1,12,0,7,4,10,synthetic
4,2,4,4,1,36,62,6,10,40,synthetic
4,5,4,4,1,12,89,4,2,22,synthetic
2,1,2,2,1,18,20,4,7,16,synthetic
0.5,1,3,5,0,0,67,6,1,24,synthetic
5,4,1,2,0,0,9,1,10,107,synthetic
4,3,3,4,0,0,4,5,10,79,synthetic
6,1,2,2,0,0,8,1,1,24,synthetic
1,4,1,1,1,36,94,2,1,24,synthetic
5,5,2,2,0,0,47,2,4,48,synthetic
1.5,5,1,4,1,18,74,7,3,22,synthetic
1.5,5,4,2,1,24,94,6,2,24,synthetic
0.5,5,2,5,1,18,19,6,5,16,synthetic
6,1,2,5,1,24,80,3,1,24,synthetic
4,2,4,4,0,0,70,1,1,24,synthetic
5,1,4,4,0,0,17,5,3,48,synthetic
1,5,1,2,0,0,9,7,10,91,synthetic
1,4,2,1,1,48,69,3,4,48,synthetic
1,1,1,2,0,0,21,7,10,59,synthetic
0.5,5,2,3,0,0,34,2,1,24,synthetic
1,5,3,5,1,6,87,2,5,24,synthetic
4,4,1,2,0,0,50,4,14,95,synthetic
2,1,1,2,1,24,56,2,3,36,synthetic
3,3,2,3,0,0,42,1,1,24,synthetic
4,5,4,5,0,0,79,4,14,103,synthetic
0.5,3,2,1,0,0,83,1,5,83.0,synthetic
1.5,3,1,4,0,0,85,5,3,48,synthetic
2,3,2,2,1,12,35,2,7,18,synthetic
6,1,1,1,0,0,59,1,10,90,synthetic
1.5,2,1,2,1,36,54,6,1,24,synthetic
4,3,3,2,0,0,17,7,3,48,synthetic
6,5,2,5,1,6,18,5,1,4,synthetic
4,5,1,1,0,0,4,4,4,48,synthetic
1.5,2,3,5,1,24,17,5,5,22,synthetic
3,5,1,3,1,48,22,4,1,24,synthetic
5,1,4,1,1,6,36,2,10,12,synthetic
6,3,4,4,0,0,79,4,14,92,synthetic
4,5,1,2,1,18,91,1,3,36,synthetic
2,1,1,5,1,36,88,4,14,46,synthetic
1,4,4,4,1,18,69,6,1,22,synthetic
6,3,4,5,1,36,43,1,4,42,synthetic
1.5,4,3,5,1,36,4,5,3,34,synthetic
2,3,3,2,0,0,59,3,4,48,synthetic
5,4,1,4,1,18,91,1,3,36,synthetic
6,5,4,2,1,24,80,6,1,24,synthetic
2,2,3,3,0,0,7,4,14,60,synthetic
2,3,3,2,1,12,71,4,3,16,synthetic
0.5,3,4,3,1,72,5,4,4,48,synthetic
1,2,1,2,1,12,76,3,4,22,synthetic
6,3,2,1,1,48,21,5,3,46,synthetic
1.5,1,2,4,0,0,54,6,10,60.0,synthetic
1.5,1,3,5,0,0,52,6,2,24,synthetic
2,3,3,5,0,0,95,3,2,24,synthetic
4,2,1,4,1,18,31,2,7,24,synthetic
1.5,3,4,1,0,0,71,5,2,24,synthetic
0.5,1,3,4,1,48,89,4,3,48,synthetic
2,4,2,1,1,72,9,5,2,24,synthetic
5,1,4,4,0,0,9,7,1,24,synthetic
2,5,3,1,0,0,90,3,2,24,synthetic
6,1,4,2,0,0,59,5,7,64,synthetic
1,1,1,2,1,24,81,7,5,34,synthetic
0.5,4,1,1,1,6,80,4,1,16,synthetic
6,3,3,3,0,0,22,4,14,84,synthetic
2,5,3,5,1,36,89,7,7,46,synthetic
2,5,3,3,0,0,6,4,2,24,synthetic
0.5,4,1,5,0,0,47,3,7,90.0,synthetic
3,3,1,2,0,0,29,6,1,24,synthetic
6,3,1,4,1,48,22,6,10,46,synthetic
6,3,3,3,0,0,98,6,14,96,synthetic
1,3,4,4,1,12,100,5,7,22,synthetic
2,3,1,4,1,18,81,6,2,24,synthetic
2,2,4,2,1,18,65,2,2,24,synthetic
1,2,2,5,1,6,56,5,2,10,synthetic
4,3,4,2,0,0,23,6,3,48,synthetic
1.5,2,3,4,1,18,51,2,3,24,synthetic
6,5,4,3,1,6,63,7,3,10,synthetic
1,2,2,2,1,48,67,4,7,52,synthetic
5,5,1,5,0,0,94,2,2,24,synthetic
2,5,3,1,0,0,33,4,3,48,synthetic
1.5,2,1,1,1,24,7,4,10,22,synthetic
3,4,4,2,1,48,57,3,10,52,synthetic
6,4,4,5,0,0,27,7,10,91,synthetic
1,1,3,5,1,36,32,5,7,34,synthetic
3,2,3,2,0,0,14,1,4,48,synthetic
0.5,2,1,4,0,0,21,6,1,24,synthetic
6,4,3,4,1,18,42,3,2,16,synthetic
4,4,3,4,1,24,4,5,10,22,synthetic
5,5,1,2,0,0,28,7,10,107,synthetic
2,4,1,2,0,0,75,6,10,93,synthetic
5,4,2,2,0,0,39,3,4,48,synthetic
2,5,3,3,1,36,29,3,3,34,synthetic
0.5,5,4,1,0,0,19,3,10,65.0,synthetic
4,1,3,1,0,0,6,5,3,48,synthetic
3,3,4,3,1,24,42,5,2,22,synthetic
1,4,1,5,0,0,47,3,5,92,synthetic
3,4,3,4,1,12,47,2,4,18,synthetic
1,2,2,1,1,18,85,4,2,24,synthetic
2,4,2,3,0,0,91,2,5,103,synthetic
1,3,4,1,1,48,88,6,5,58,synthetic
1.5,4,2,4,1,72,90,3,7,82,synthetic
6,4,2,4,0,0,65,7,5,108,synthetic
1,3,1,1,0,0,9,7,7,72,synthetic
6,4,3,5,0,0,65,2,4,48,synthetic
3,5,4,2,0,0,97,1,7,98,synthetic
2,4,3,5,1,18,40,5,7,16,synthetic
1.5,4,4,2,1,6,75,2,5,18,synthetic
3,1,4,1,1,18,100,5,14,28,synthetic
0.5,1,2,5,0,0,60,2,3,48,synthetic
1.5,4,3,1,1,18,51,6,1,16,synthetic
1.5,3,4,5,1,6,32,2,3,12,synthetic
4,5,3,4,0,0,81,6,7,107,synthetic
0.5,4,1,5,1,48,1,4,1,24,synthetic
0.5,1,4,3,0,0,86,7,10,51.0,synthetic
0.5,2,3,1,1,24,92,7,10,34,synthetic
1,5,3,1,0,0,91,3,4,48,synthetic
1.5,1,1,1,1,72,67,1,10,72.0,synthetic
0.5,4,1,5,0,0,36,4,2,24,synthetic
2,1,2,3,1,6,0,4,5,4,synthetic
4,2,3,5,0,0,83,7,10,86,synthetic
0.5,3,3,4,0,0,88,4,14,77.0,synthetic
1.5,4,2,5,0,0,89,7,10,99.0,synthetic
1,1,4,3,0,0,65,2,14,55,synthetic
0.5,1,1,4,0,0,33,2,4,48,synthetic
4,3,2,3,0,0,68,5,10,89,synthetic
5,3,2,1,0,0,23,1,3,48,synthetic
3,5,4,2,1,24,29,7,4,22,synthetic
1,4,1,3,0,0,9,3,7,86,synthetic
1,5,1,3,0,0,40,3,7,94,synthetic
4,4,3,2,0,0,16,3,1,24,synthetic
6,3,2,3,1,12,9,5,7,10,synthetic
5,4,1,3,0,0,64,3,5,108,synthetic
6,2,2,4,1,6,48,7,5,4,synthetic
3,4,2,3,0,0,29,4,10,87,synthetic
2,2,2,5,0,0,61,1,1,24,synthetic
1,3,3,1,1,72,20,1,5,66,synthetic
6,3,2,3,1,72,57,4,7,76,synthetic
1,4,2,5,1,72,49,1,1,24,synthetic
1,1,2,4,0,0,72,6,3,48,synthetic
1,1,4,1,0,0,77,4,14,47,synthetic
0.5,3,4,5,0,0,59,1,10,75.0,synthetic
4,1,1,4,0,0,29,5,10,77,synthetic
1.5,4,3,3,1,72,48,7,10,70,synthetic
5,2,4,5,0,0,76,4,2,24,synthetic
2,1,4,2,0,0,0,7,2,24,synthetic
0.5,3,1,5,0,0,84,6,1,24,synthetic
4,2,4,5,1,36,39,1,5,42,synthetic
5,1,1,2,0,0,53,6,5,75,synthetic
0.5,2,3,5,0,0,17,4,1,24,synthetic
4,2,4,2,1,12,36,1,5,18,synthetic
0.5,4,4,1,0,0,87,7,2,24,synthetic
4,3,1,2,1,48,30,5,10,46,synthetic
2,3,3,4,0,0,9,2,14,79,synthetic
0.5,1,1,2,0,0,21,7,4,48,synthetic
1.5,5,1,4,1,6,53,5,1,4,synthetic
3,4,4,4,0,0,85,1,7,96,synthetic
3,2,4,1,0,0,9,5,10,51,synthetic
1.5,5,3,5,1,48,1,5,4,46,synthetic
4,5,1,1,1,18,67,6,5,22,synthetic
5,4,3,3,0,0,78,7,2,24,synthetic
5,2,3,4,0,0,11,3,3,48,synthetic
1,2,1,2,0,0,37,1,4,48,synthetic
1,2,3,4,1,24,36,5,7,22,synthetic
5,5,1,2,1,72,5,7,14,70,synthetic
0.5,3,2,1,0,0,71,2,7,77.0,synthetic
1,5,3,3,1,12,2,7,3,10,synthetic
2,3,3,3,1,48,59,2,2,24,synthetic
0.5,5,4,5,0,0,70,2,4,48,synthetic
5,2,3,2,0,0,86,1,10,89,synthetic
1,5,3,2,0,0,32,6,4,48,synthetic
5,2,2,1,0,0,67,2,2,24,synthetic
0.5,5,2,4,0,0,92,7,5,100.0,synthetic
5,4,1,5,0,0,45,1,4,48,synthetic
4,5,3,4,1,6,52,5,14,4,synthetic
6,1,2,5,1,18,78,5,2,24,synthetic
6,1,3,3,0,0,89,2,14,88,synthetic
1,5,2,2,1,72,59,4,1,24,synthetic
1,1,3,1,0,0,81,3,14,54,synthetic
1,1,4,4,1,48,60,2,14,58,synthetic
3,5,4,2,1,36,59,5,3,40,synthetic
5,1,4,2,0,0,86,5,1,24,synthetic
6,5,1,3,1,12,93,4,14,22,synthetic
1.5,5,1,5,0,0,70,1,2,24,synthetic
3,4,4,5,0,0,86,1,10,99,synthetic
3,3,1,5,0,0,10,6,10,92,synthetic
6,4,2,1,0,0,59,6,14,99,synthetic
1,2,3,3,0,0,85,5,2,24,synthetic
1.5,5,1,4,1,48,100,4,1,24,synthetic
6,2,4,1,0,0,27,3,4,48,synthetic
3,4,1,5,0,0,75,1,14,114,synthetic
5,5,3,1,0,0,61,7,7,96,synthetic
1.5,5,1,3,0,0,15,2,7,104.0,synthetic
3,4,1,5,1,72,68,4,10,76,synthetic
1,5,3,4,0,0,59,7,7,89,synthetic
1,1,2,5,1,48,92,4,5,58,synthetic
2,5,1,1,1,36,99,5,10,46,synthetic
5,3,2,1,1,6,15,5,2,4,synthetic
2,3,2,1,1,6,53,6,5,4,synthetic
1,3,1,3,0,0,73,3,1,24,synthetic
1,1,2,5,0,0,63,1,5,75,synthetic
0.5,2,4,3,1,36,32,6,2,24,synthetic
0.5,1,2,5,1,72,8,6,10,59.0,synthetic
3,5,4,4,0,0,20,5,5,84,synthetic
5,1,3,1,0,0,67,2,7,72,synthetic
5,1,3,1,0,0,76,1,7,78,synthetic
1,2,1,2,1,36,87,7,5,46,synthetic
3,2,4,5,1,72,77,2,3,48,synthetic
0.5,3,2,5,0,0,71,6,2,24,synthetic
5,4,1,3,1,6,50,3,2,4,synthetic
1.5,4,4,2,0,0,76,5,7,76.0,synthetic
3,3,4,5,1,24,4,7,1,22,synthetic
4,2,1,5,0,0,60,1,14,102,synthetic
2,4,2,2,1,6,37,3,3,4,synthetic
3,1,4,3,1,48,69,1,2,24,synthetic
4,1,2,3,0,0,9,4,2,24,synthetic
5,2,1,5,1,6,97,2,10,24,synthetic
6,5,3,3,1,48,21,1,4,48,synthetic
1,3,3,1,1,18,77,5,14,28,synthetic
0.5,2,2,3,1,72,97,4,7,73.0,synthetic
5,5,4,4,1,18,20,6,2,16,synthetic
3,3,4,1,1,24,87,5,1,24,synthetic
2,5,2,3,0,0,4,4,2,24,synthetic
4,3,3,1,1,18,30,4,10,16,synthetic
5,2,2,4,0,0,5,2,3,48,synthetic
5,1,2,1,1,12,53,3,5,10,synthetic
5,5,1,1,0,0,19,3,2,24,synthetic
6,1,2,3,0,0,86,1,10,95,synthetic
2,2,1,1,1,36,6,1,14,42,synthetic
3,4,4,1,0,0,1,5,3,48,synthetic
4,3,2,5,0,0,25,6,4,48,synthetic
0.5,3,1,3,0,0,99,6,4,48,synthetic
2,1,4,5,1,18,95,6,3,28,synthetic
1,4,4,5,0,0,18,6,2,24,synthetic
3,4,4,4,0,0,12,6,10,76,synthetic
6,2,2,3,1,18,96,1,2,24,synthetic
5,5,4,3,0,0,59,5,1,24,synthetic
1.5,3,2,3,1,48,19,2,5,54,synthetic
4,3,2,4,0,0,92,2,2,24,synthetic
0.5,4,4,2,0,0,12,5,7,60.0,synthetic
4,2,4,4,1,24,45,4,7,22,synthetic
3,4,2,2,0,0,27,4,7,84,synthetic
3,2,3,1,0,0,39,6,7,58,synthetic
1.5,1,2,1,0,0,89,1,3,48,synthetic
0.5,2,2,1,0,0,27,5,1,24,synthetic
1,2,2,3,0,0,89,2,1,24,synthetic
5,1,2,5,1,12,75,2,4,24,synthetic
1.5,2,1,1,0,0,4,2,5,74.0,synthetic
4,2,2,4,1,6,92,4,5,16,synthetic
4,4,4,2,1,48,28,7,1,24,synthetic
4,4,1,3,0,0,52,2,10,106,synthetic
4,2,4,3,1,48,32,4,10,46,synthetic
2,2,1,1,1,12,76,5,14,22,synthetic
1.5,4,1,4,1,24,26,1,14,30,synthetic
6,5,2,1,0,0,28,4,10,101,synthetic
5,3,2,2,1,6,13,5,4,4,synthetic
3,4,2,3,0,0,8,6,1,24,synthetic
5,5,2,5,0,0,78,1,10,129,synthetic
1.5,4,3,2,0,0,51,6,4,48,synthetic
3,1,2,3,1,18,84,2,4,36,synthetic
3,3,4,1,0,0,37,7,1,24,synthetic
1,3,1,5,0,0,0,3,1,24,synthetic
4,2,2,5,0,0,15,1,5,89,synthetic
2,1,4,5,0,0,28,5,14,51,synthetic
5,2,3,1,1,72,57,1,5,80,synthetic
3,2,2,3,1,72,11,1,14,78,synthetic
2,5,3,3,1,24,72,2,14,36,synthetic
6,1,4,4,1,12,90,2,3,30,synthetic
4,3,1,2,1,72,76,4,1,24,synthetic
1,1,2,1,0,0,46,1,7,57,synthetic
2,4,3,5,1,48,66,1,1,24,synthetic
3,2,4,4,0,0,80,5,1,24,synthetic
5,1,4,2,1,12,56,4,10,16,synthetic
3,5,2,2,0,0,87,2,5,112,synthetic
4,3,1,1,0,0,19,4,3,48,synthetic
1.5,3,1,3,0,0,27,7,1,24,synthetic
0.5,3,4,2,1,6,13,2,10,12,synthetic
2,1,2,1,0,0,74,7,4,48,synthetic
5,5,3,1,1,12,0,7,5,10,synthetic
3,1,1,3,0,0,53,5,10,70,synthetic
5,5,3,4,1,36,5,6,4,34,synthetic
0.5,4,4,1,1,12,72,7,5,16,synthetic
1,2,1,3,0,0,0,3,3,48,synthetic
4,5,2,3,0,0,91,6,7,111,synthetic
1,4,4,5,0,0,40,6,5,71,synthetic
6,4,3,5,0,0,1,4,4,48,synthetic
1.5,5,4,3,0,0,39,6,10,75.0,synthetic
4,2,2,3,0,0,14,4,5,75,synthetic
0.5,2,1,3,1,48,26,2,7,54,synthetic
3,2,4,1,0,0,14,5,7,51,synthetic
1.5,1,1,3,1,36,30,3,4,34,synthetic
3,1,1,1,1,24,52,7,10,22,synthetic
1.5,3,2,1,0,0,58,2,14,81.0,synthetic
1.5,2,2,5,1,36,16,2,10,42,synthetic
6,3,1,2,0,0,47,1,4,48,synthetic
5,2,2,3,0,0,22,2,3,48,synthetic
3,2,4,5,0,0,81,1,1,24,synthetic
3,2,3,5,0,0,83,4,5,82,synthetic
2,3,2,3,1,36,81,7,7,46,synthetic
1,2,2,5,0,0,66,2,3,48,synthetic
6,4,2,1,0,0,60,7,1,24,synthetic
1,3,3,3,1,72,41,5,5,64,synthetic
2,1,2,3,1,72,50,4,3,48,synthetic
2,3,4,2,0,0,74,1,2,24,synthetic
4,2,4,5,0,0,50,7,3,48,synthetic
4,4,4,4,0,0,8,7,2,24,synthetic
2,4,2,5,0,0,36,5,3,48,synthetic
1.5,5,4,2,0,0,89,4,14,84.0,synthetic
5,1,4,1,1,24,15,7,4,22,synthetic
4,3,3,3,0,0,17,5,10,76,synthetic
3,2,3,2,1,24,72,3,14,28,synthetic
0.5,2,1,4,0,0,12,5,2,24,synthetic
5,2,2,3,1,12,26,6,2,10,synthetic
1,2,1,5,1,36,5,6,5,34,synthetic
6,4,1,3,0,0,28,1,10,114,synthetic
1,3,4,4,1,72,75,1,10,74,synthetic
1.5,1,2,2,0,0,29,7,1,24,synthetic
2,5,4,3,1,6,32,4,14,4,synthetic
1.5,1,3,1,0,0,70,3,14,50.0,synthetic
0.5,4,1,4,1,72,59,6,10,76,synthetic
1,1,3,1,0,0,55,5,10,42,synthetic
3,1,4,4,1,24,22,2,5,30,synthetic
1,5,3,3,1,6,80,2,5,24,synthetic
0.5,5,1,5,1,6,90,1,10,24,synthetic
2,3,2,5,0,0,63,4,5,87,synthetic
3,1,2,3,1,18,87,4,4,28,synthetic
0.5,1,1,5,0,0,49,5,7,66.0,synthetic
5,4,1,4,1,36,39,3,5,34,synthetic
4,1,2,5,0,0,26,5,14,73,synthetic
3,1,1,3,0,0,34,2,1,24,synthetic
4,4,3,3,0,0,1,1,3,48,synthetic
6,2,2,4,0,0,1,1,4,48,synthetic
0.5,2,1,4,1,6,15,5,1,4,synthetic
0.5,4,4,1,1,48,100,2,7,66,synthetic
3,4,1,4,1,24,29,1,3,30,synthetic
1.5,2,1,1,0,0,63,2,1,24,synthetic
2,1,1,3,1,48,14,6,4,46,synthetic
3,5,1,2,1,24,92,7,5,34,synthetic
1.5,4,2,4,0,0,98,7,10,96.0,synthetic
0.5,3,2,1,1,6,49,1,3,12,synthetic
1.5,5,2,1,0,0,6,7,2,24,synthetic
0.5,4,2,3,1,12,83,3,1,22,synthetic
5,2,2,5,0,0,28,1,4,48,synthetic
0.5,3,3,2,1,18,62,1,5,30,synthetic
0.5,4,4,2,0,0,98,2,10,80.0,synthetic
0.5,4,2,1,1,72,49,5,1,24,synthetic
1,4,2,3,1,6,99,6,2,16,synthetic
6,1,1,3,1,36,5,1,2,24,synthetic
2,4,3,1,0,0,78,6,5,82,synthetic
1.5,4,3,2,0,0,79,5,14,83.0,synthetic
2,3,2,5,1,48,73,5,3,48,synthetic
0.5,1,2,4,0,0,19,7,3,48,synthetic
1,4,4,2,1,6,80,3,14,16,synthetic
5,5,1,1,0,0,25,4,14,104,synthetic
1.5,5,2,1,1,12,75,3,1,16,synthetic
2,1,4,2,1,24,45,5,2,22,synthetic
3,2,1,1,1,24,35,6,5,22,synthetic
3,5,1,1,0,0,33,1,7,104,synthetic
0.5,5,1,5,0,0,17,3,3,48,synthetic
3,1,2,5,0,0,81,7,4,48,synthetic
6,1,4,5,0,0,44,7,5,67,synthetic
1,2,4,2,1,24,2,6,10,22,synthetic
2,4,4,2,0,0,41,7,7,66,synthetic
1,1,1,4,1,24,32,7,14,22,synthetic
1.5,3,1,3,0,0,82,7,4,48,synthetic
1.5,5,2,3,0,0,28,7,1,24,synthetic
1.5,5,3,5,0,0,96,3,2,24,synthetic
1,1,3,1,1,72,49,5,2,24,synthetic
3,1,2,2,0,0,41,1,3,48,synthetic
1.5,5,4,5,1,24,71,4,4,28,synthetic
0.5,3,1,2,1,12,36,4,2,10,synthetic
2,5,3,5,0,0,36,7,10,90,synthetic
6,1,1,4,1,36,60,3,3,40,synthetic
3,4,2,3,1,48,70,5,2,24,synthetic
5,5,1,5,0,0,1,6,3,48,synthetic
2,2,3,4,0,0,52,6,7,63,synthetic
0.5,1,3,4,1,18,35,3,1,16,synthetic
6,4,2,4,1,6,50,6,1,4,synthetic
6,2,3,2,0,0,44,1,5,81,synthetic
0.5,3,2,4,1,6,10,6,5,4,synthetic
1.5,4,1,4,1,24,0,5,3,22,synthetic
3,4,1,2,1,12,51,2,1,18,synthetic
6,3,1,4,1,48,100,5,3,48,synthetic
3,4,2,3,0,0,63,6,10,93,synthetic
3,5,3,1,0,0,46,4,7,82,synthetic
6,5,4,3,1,6,44,6,1,4,synthetic
1,5,1,3,1,12,27,3,7,10,synthetic
4,3,2,2,1,48,26,4,4,46,synthetic
2,5,4,3,0,0,85,3,3,48,synthetic
0.5,3,1,2,1,6,34,6,14,4,synthetic
4,3,3,1,1,12,19,5,10,10,synthetic
0.5,4,1,5,0,0,99,5,3,48,synthetic
6,2,2,3,0,0,14,7,2,24,synthetic
1,3,4,5,0,0,56,1,1,24,synthetic
3,3,4,5,0,0,19,6,2,24,synthetic
0.5,2,4,1,1,24,15,1,4,30,synthetic
2,1,1,2,0,0,57,4,14,69,synthetic
4,3,2,4,0,0,91,6,4,48,synthetic
4,5,4,3,0,0,15,4,14,85,synthetic
2,1,4,5,0,0,59,5,3,48,synthetic
1.5,3,4,5,1,36,79,7,7,46,synthetic
5,4,4,4,0,0,68,3,4,48,synthetic
5,2,1,4,0,0,4,7,10,89,synthetic
5,1,3,2,0,0,13,7,14,61,synthetic
1.5,3,1,5,0,0,78,1,10,106.0,synthetic
1.5,5,1,3,1,24,52,1,10,30,synthetic
5,5,3,3,0,0,20,6,1,24,synthetic
6,2,2,4,1,6,90,1,2,24,synthetic
1,1,1,3,0,0,33,1,10,70,synthetic
3,1,3,1,0,0,78,5,3,48,synthetic
4,5,3,4,1,18,78,4,4,28,synthetic
1,3,4,2,1,36,38,2,10,42,synthetic
2,2,3,3,0,0,85,4,1,24,synthetic
6,3,1,2,1,48,17,1,5,54,synthetic
0.5,3,4,1,1,6,19,4,2,4,synthetic
2,2,1,2,1,12,19,4,14,10,synthetic
5,1,3,4,0,0,79,5,3,48,synthetic
2,2,4,3,0,0,51,4,7,53,synthetic
0.5,2,4,2,0,0,85,5,10,56.0,synthetic
2,2,1,5,1,6,53,2,14,12,synthetic
2,5,4,5,0,0,64,1,2,24,synthetic
0.5,2,1,2,0,0,12,3,2,24,synthetic
0.5,5,2,1,1,36,93,1,7,54,synthetic
2,4,1,1,1,12,63,3,4,16,synthetic
0.5,1,4,5,1,6,4,5,2,4,synthetic
5,1,2,5,0,0,34,1,4,48,synthetic
0.5,2,1,4,1,24,40,4,7,22,synthetic
1,2,2,3,0,0,62,4,2,24,synthetic
1.5,5,3,2,1,36,68,2,5,48,synthetic
0.5,1,2,4,1,18,3,4,14,16,synthetic
5,4,3,1,1,72,8,4,5,70,synthetic
6,3,1,4,1,18,100,5,3,28,synthetic
3,1,4,1,0,0,55,3,7,43,synthetic
5,1,1,5,0,0,3,2,1,24,synthetic
4,4,2,2,0,0,14,6,14,88,synthetic
5,3,4,1,1,18,66,7,5,22,synthetic
2,1,1,1,1,12,95,3,4,22,synthetic
5,3,3,5,1,18,12,4,1,16,synthetic
6,4,4,1,0,0,76,5,3,48,synthetic
4,1,3,1,0,0,93,1,4,48,synthetic
3,2,3,2,1,72,30,2,2,24,synthetic
5,5,3,3,1,12,95,4,2,22,synthetic
3,1,2,1,0,0,37,4,7,57,synthetic
3,5,2,5,0,0,57,6,1,24,synthetic
1,3,3,5,0,0,87,4,3,48,synthetic
5,2,1,2,0,0,28,3,1,24,synthetic
2,2,4,3,0,0,28,1,4,48,synthetic
1.5,5,2,2,1,18,25,1,4,24,synthetic
3,3,3,1,1,24,23,7,7,22,synthetic
5,5,3,2,0,0,84,5,2,24,synthetic
0.5,5,4,3,0,0,81,5,3,48,synthetic
1,3,2,4,0,0,47,1,14,82,synthetic
6,5,2,4,1,72,7,6,3,48,synthetic
2,1,3,1,1,12,93,5,2,22,synthetic
5,2,4,1,1,12,16,2,10,18,synthetic
4,4,2,1,1,18,7,5,3,16,synthetic
4,3,1,4,1,36,86,2,7,54,synthetic
2,3,2,4,1,18,31,2,4,24,synthetic
1.5,2,4,3,1,36,34,2,7,42,synthetic
5,4,4,4,1,48,24,2,2,24,synthetic
3,5,2,3,1,6,6,2,5,12,synthetic
4,3,3,1,0,0,10,5,3,48,synthetic
6,2,1,2,1,24,92,6,5,34,synthetic
5,4,4,1,0,0,71,7,14,81,synthetic
3,5,4,3,1,18,39,3,14,16,synthetic
6,2,3,2,1,6,3,4,7,4,synthetic
4,1,2,2,1,18,14,4,1,16,synthetic
6,1,2,2,0,0,54,1,7,80,synthetic
1,4,2,3,1,48,84,4,2,24,synthetic
2,1,4,3,0,0,77,7,14,57,synthetic
5,4,3,5,0,0,13,2,1,24,synthetic
0.5,5,3,4,0,0,53,1,14,89.0,synthetic
2,5,3,5,1,18,7,4,2,16,synthetic
2,3,2,3,0,0,74,5,7,81,synthetic
6,4,3,2,0,0,23,5,5,89,synthetic
0.5,5,4,2,1,12,69,2,14,24,synthetic
1,3,1,3,1,72,58,7,14,76,synthetic
1,4,1,2,1,36,96,3,3,46,synthetic
5,1,3,5,1,48,73,6,4,48,synthetic
4,3,1,1,0,0,66,1,10,98,synthetic
1.5,1,1,2,1,36,41,7,7,34,synthetic
4,4,4,4,1,6,99,7,3,16,synthetic
2,2,2,4,1,36,18,1,4,42,synthetic
5,3,2,1,0,0,65,5,2,24,synthetic
5,5,4,2,1,72,34,3,3,48,synthetic
0.5,5,4,2,0,0,3,6,3,48,synthetic
3,1,4,4,1,48,74,4,7,52,synthetic
5,4,3,2,0,0,92,5,2,24,synthetic
1.5,2,3,4,1,18,73,1,3,30,synthetic
5,2,3,5,0,0,28,7,2,24,synthetic
0.5,1,2,2,1,24,37,7,3,22,synthetic
5,5,3,5,0,0,91,7,5,114,synthetic
6,2,2,2,1,18,67,5,10,22,synthetic
2,5,4,3,0,0,58,4,4,48,synthetic
4,5,3,3,0,0,56,3,2,24,synthetic
1,5,1,2,0,0,46,5,14,91,synthetic
3,2,3,1,0,0,2,5,3,48,synthetic
5,4,1,4,0,0,26,7,4,48,synthetic
1.5,3,2,5,0,0,83,5,4,48,synthetic
1.5,3,4,3,0,0,28,3,3,48,synthetic
3,5,4,5,0,0,78,4,7,99,synthetic
4,3,4,4,0,0,64,2,10,86,synthetic
6,3,1,4,1,6,32,6,5,4,synthetic
0.5,4,2,1,0,0,94,1,14,91.0,synthetic
5,3,4,5,1,6,15,1,14,12,synthetic
6,5,4,2,1,72,12,5,4,48,synthetic
1.5,5,4,1,1,18,12,2,4,24,synthetic
0.5,1,4,1,1,36,48,5,1,24,synthetic
0.5,2,3,5,0,0,20,5,5,60.0,synthetic
1,1,2,4,1,6,31,3,1,4,synthetic
1,1,1,3,1,36,57,5,10,40,synthetic
5,5,1,2,1,12,90,1,7,30,synthetic
3,5,4,5,1,6,15,3,5,4,synthetic
6,4,2,3,0,0,56,6,3,48,synthetic
6,2,4,1,0,0,74,5,4,48,synthetic
